eps_s,eps_t,Equilibrium Temperature Difference (T_eq - T_atm)
0.82,0.17,123.94356800829621
0.82,0.18,122.98238618673531
0.82,0.19,122.03488649020215
0.82,0.2,121.1007974031196
0.82,0.21,120.17985246470329
0.82,0.22,119.27179030011052
0.82,0.23,118.37635463605415
0.82,0.24,117.493294302361
0.82,0.25,116.62236322105889
0.82,0.26,115.76332038423709
0.82,0.27,114.91592982210108
0.82,0.28,114.07996056223925
0.82,0.29,113.25518658125884
0.82,0.3,112.44138674962824
0.82,0.31,111.63834477077557
0.82,0.32,110.84584911511064
0.82,0.33,110.06369294975343
0.82,0.34,109.29167406465211
0.82,0.35,108.52959479560553
0.82,0.36,107.77726194485285
0.82,0.37,107.03448669961688
0.82,0.38,106.3010845491184
0.82,0.39,105.57687520035608
0.82,0.4,104.86168249314005
0.82,0.41,104.15533431458186
0.82,0.42,103.45766251341018
0.82,0.43,102.76850281425084
0.82,0.44,102.0876947322422
0.82,0.45,101.41508148805622
0.82,0.46,100.75050992359479
0.82,0.47,100.09383041838436
0.82,0.48,99.44489680697177
0.82,0.49,98.80356629729727
0.82,0.5,98.16969939019896
0.82,0.51,97.54315980015139
0.82,0.52,96.92381437722804
0.82,0.53,96.31153303046472
0.82,0.54,95.70618865257035
0.82,0.55,95.10765704610219
0.82,0.56,94.5158168510323
0.82,0.57,93.93054947386753
0.82,0.58,93.35173901821793
0.82,0.59,92.77927221691414
0.82,0.6,92.21303836556274
0.82,0.61,91.65292925769455
0.82,0.62,91.09883912136593
0.82,0.63,90.55066455730224
0.82,0.64,90.0083044784563
0.82,0.65,89.47166005112194
0.82,0.66,88.9406346374513
0.82,0.67,88.41513373944531
0.82,0.68,87.8950649443068
0.82,0.69,87.38033787124692
0.82,0.7,86.87086411965413
0.82,0.71,86.36655721854959
0.82,0.72,85.86733257744675
0.82,0.73,85.37310743846814
0.82,0.74,84.88380082970383
0.82,0.75,84.39933351987241
0.82,0.76,83.91962797414135
0.82,0.77,83.44460831116442
0.82,0.78,82.97420026126338
0.82,0.79,82.50833112576333
0.82,0.8,82.04692973739924
0.82,0.81,81.58992642182915
0.82,0.82,81.13725296015468
0.82,0.83,80.6888425525566
0.82,0.84,80.24462978280906
0.82,0.85,79.80455058382825
0.82,0.86,79.36854220417933
0.82,0.87,78.93654317546572
0.82,0.88,78.50849328061997
0.82,0.89,78.08433352310857
0.82,0.9,77.66400609690328
0.82,0.91,77.24745435734519
0.82,0.92,76.83462279278581
0.82,0.93,76.42545699697615
0.82,0.94,76.01990364227424
0.82,0.95,75.6179104535305
0.82,0.96,75.21942618271288
0.82,0.97,74.8244005842123
0.82,0.98,74.43278439085645
0.82,0.99,74.04452929051502
0.82,1.0,73.65958790339766
0.83,0.0,143.9007025193756
0.83,0.01,142.65972235468053
0.83,0.02,141.43740915321274
0.83,0.03,140.23345268195652
0.83,0.04,139.04754181243368
0.83,0.05,137.87936521995204
0.83,0.06,136.7286120204662
0.83,0.07,135.59497234826728
0.83,0.08,134.4781378779361
0.83,0.09,133.37780229381008
0.83,0.1,132.29366171041204
0.83,0.11,131.22541504697676
0.83,0.12,130.17276435931922
0.83,0.13,129.1354151319938
0.83,0.14,128.11307653381908
0.83,0.15,127.10546163946333
0.83,0.16,126.11228761984796
0.83,0.17,125.13327590379816
0.83,0.18,124.16815231347664
0.83,0.19,123.21664717573725
0.83,0.2,122.27849541160333
0.83,0.21,121.35343660573852
0.83,0.22,120.44121505790588
0.83,0.23,119.54157981801279
0.83,0.24,118.65428470643167
0.83,0.25,117.77908832096114
0.83,0.26,116.91575403195009
0.83,0.27,116.06404996672092
0.83,0.28,115.22374898455172
0.83,0.29,114.39462864316624
0.83,0.3,113.57647115787478
0.83,0.31,112.7690633541389
0.83,0.32,111.97219661443302
0.83,0.33,111.18566682017752
0.83,0.34,110.40927428934543
0.83,0.35,109.64282371048449
0.83,0.36,108.88612407362058
0.83,0.37,108.13898859863224
0.83,0.38,107.40123466146224
0.83,0.39,106.67268371871546
0.83,0.4,105.95316123091186
0.83,0.41,105.24249658481739
0.83,0.42,104.5405230150493
0.83,0.43,103.84707752537423
0.83,0.44,103.16200080981912
0.83,0.45,102.48513717390739
0.83,0.46,101.81633445608611
0.83,0.47,101.15544394968407
0.83,0.48,100.5023203254139
0.83,0.49,99.85682155460489
0.83,0.5,99.21880883330181
0.83,0.51,98.58814650724645
0.83,0.52,97.96470199794783
0.83,0.53,97.34834572981066
0.83,0.54,96.73895105846304
0.83,0.55,96.13639420023247
0.83,0.56,95.54055416295051
0.83,0.57,94.9513126780011
0.83,0.58,94.36855413372899
0.83,0.59,93.7921655101141
0.83,0.6,93.2220363148798
0.83,0.61,92.65805852091108
0.83,0.62,92.100126505081
0.83,0.63,91.54813698837347
0.83,0.64,91.00198897744974
0.83,0.65,90.4615837075192
0.83,0.66,89.92682458659186
0.83,0.67,89.39761714101155
0.83,0.68,88.87386896236666
0.83,0.69,88.35548965569501
0.83,0.7,87.84239078891585
0.83,0.71,87.33448584360815
0.83,0.72,86.8316901669969
0.83,0.73,86.3339209251389
0.83,0.74,85.84109705736563
0.83,0.75,85.35313923185424
0.83,0.76,84.86996980238536
0.83,0.77,84.3915127662064
0.83,0.78,83.9176937230398
0.83,0.79,83.4484398351247
0.83,0.8,82.98367978835955
0.83,0.81,82.52334375442013
0.83,0.82,82.06736335399808
0.83,0.83,81.61567162088915
0.83,0.84,81.16820296711165
0.83,0.85,80.72489314897831
0.83,0.86,80.28567923403784
0.83,0.87,79.85049956891578
0.83,0.88,79.41929374806779
0.83,0.89,78.99200258328989
0.83,0.9,78.56856807412612
0.83,0.91,78.14893337905067
0.83,0.92,77.73304278739528
0.83,0.93,77.32084169210168
0.83,0.94,76.91227656314953
0.83,0.95,76.50729492172752
0.83,0.96,76.10584531508772
0.83,0.97,75.70787729211457
0.83,0.98,75.31334137948352
0.83,0.99,74.9221890585224
0.83,1.0,74.5343727426656
0.84,0.0,145.12284629887586
0.84,0.01,143.88082142689103
0.84,0.02,142.65720232209412
0.84,0.03,141.45169507073382
0.84,0.04,140.2640041463477
0.84,0.05,139.09383311962398
0.84,0.06,137.94088530855657
0.84,0.07,136.80486437165013
0.84,0.08,135.68547484727446
0.84,0.09,134.58242264202875
0.84,0.1,133.4954154711956
0.84,0.11,132.42416325411847
0.84,0.12,131.368378467568
0.84,0.13,130.32777645980065
0.84,0.14,129.30207572809923
0.84,0.15,128.29099816246094
0.84,0.16,127.29426925787396
0.84,0.17,126.31161829772145
0.84,0.18,125.34277851050166
0.84,0.19,124.38748720211225
0.84,0.2,123.44548586564639
0.84,0.21,122.51652027075778
0.84,0.22,121.60034053429058
0.84,0.23,120.6967011739452
0.84,0.24,119.8053611464498
0.84,0.25,118.92608387184345
0.84,0.26,118.05863724511681
0.84,0.27,117.2027936365597
0.84,0.28,116.35832988187025
0.84,0.29,115.52502726325355
0.84,0.3,114.7026714823773
0.84,0.31,113.89105262619438
0.84,0.32,113.08996512634508
0.84,0.33,112.29920771307661
0.84,0.34,111.51858336424988
0.84,0.35,110.74789925013033
0.84,0.36,109.98696667457244
0.84,0.37,109.23560101304645
0.84,0.38,108.4936216481164
0.84,0.39,107.76085190270686
0.84,0.4,107.03711897163669
0.84,0.41,106.32225385167618
0.84,0.42,105.61609127059461
0.84,0.43,104.91846961537027
0.84,0.44,104.2292308599213
0.84,0.45,103.54822049246775
0.84,0.46,102.87528744290341
0.84,0.47,102.21028401023028
0.84,0.48,101.55306579027825
0.84,0.49,100.90349160387734
0.84,0.5,100.26142342553209
0.84,0.51,99.62672631283061
0.84,0.52,98.99926833658782
0.84,0.53,98.37892051188555
0.84,0.54,97.76555672998575
0.84,0.55,97.15905369131514
0.84,0.56,96.55929083945955
0.84,0.57,95.96615029630038
0.84,0.58,95.37951679821947
0.84,0.59,94.79927763355317
0.84,0.6,94.22532258118923
0.84,0.61,93.6575438504168
0.84,0.62,93.0958360219322
0.84,0.63,92.54009599015785
0.84,0.64,91.99022290674759
0.84,0.65,91.44611812536408
0.84,0.66,90.90768514763965
0.84,0.67,90.3748295704226
0.84,0.68,89.84745903423499
0.84,0.69,89.32548317288501
0.84,0.7,88.80881356435515
0.84,0.71,88.29736368283591
0.84,0.72,87.79104885190696
0.84,0.73,87.28978619891927
0.84,0.74,86.79349461046394
0.84,0.75,86.30209468898647
0.84,0.76,85.81550871046238
0.84,0.77,85.33366058320013
0.84,0.78,84.85647580763009
0.84,0.79,84.38388143717066
0.84,0.8,83.91580604009158
0.84,0.81,83.452179662363
0.84,0.82,82.99293379148412
0.84,0.83,82.53800132121512
0.84,0.84,82.08731651729681
0.84,0.85,81.64081498401777
0.84,0.86,81.19843363166939
0.84,0.87,80.76011064491229
0.84,0.88,80.32578545188272
0.84,0.89,79.89539869419895
0.84,0.9,79.4688921977355
0.84,0.91,79.04620894413625
0.84,0.92,78.62729304315769
0.84,0.93,78.21208970567983
0.84,0.94,77.8005452174632
0.84,0.95,77.392606913588
0.84,0.96,76.98822315361315
0.84,0.97,76.58734329731959
0.84,0.98,76.18991768116473
0.84,0.99,75.79589759533013
0.84,1.0,75.40523526138253
0.85,0.0,146.32882598455467
0.85,0.01,145.08608794860493
0.85,0.02,143.8614889666684
0.85,0.03,142.65475115908765
0.85,0.04,141.46559436521034
0.85,0.05,140.29373685962634
0.85,0.06,139.1388960116306
0.85,0.07,138.00078889022325
0.85,0.08,136.8791328172444
0.85,0.09,135.7736458712938
0.85,0.1,134.68404734500075
0.85,0.11,133.6100581584405
0.85,0.12,132.5514012312305
0.85,0.13,131.50780181598935
0.85,0.14,130.47898779558437
0.85,0.15,129.46468994677934
0.85,0.16,128.46464217253475
0.85,0.17,127.47858170533578
0.85,0.18,126.50624928360475
0.85,0.19,125.54738930343672
0.85,0.2,124.60174994749826
0.85,0.21,123.66908329299957
0.85,0.22,122.7491454005185
0.85,0.23,121.84169638523497
0.85,0.24,120.94650047224667
0.85,0.25,120.06332603730345
0.85,0.26,119.1919456343876
0.85,0.27,118.33213601128733
0.85,0.28,117.48367811446803
0.85,0.29,116.64635708420104
0.85,0.3,115.81996224103943
0.85,0.31,115.00428706444438
0.85,0.32,114.19912916456826
0.85,0.33,113.40429024785209
0.85,0.34,112.61957607720666
0.85,0.35,111.8447964274576
0.85,0.36,111.07976503657721
0.85,0.37,110.32429955337278
0.85,0.38,109.57822148203678
0.85,0.39,108.84135612409477
0.85,0.4,108.11353251806793
0.85,0.41,107.3945833773659
0.85,0.42,106.68434502663894
0.85,0.43,105.98265733699077
0.85,0.44,105.28936366021378
0.85,0.45,104.60431076246124
0.85,0.46,103.92734875745498
0.85,0.47,103.2583310394856
0.85,0.48,102.59711421640907
0.85,0.49,101.94355804272266
0.85,0.5,101.29752535298269
0.85,0.51,100.65888199559237
0.85,0.52,100.02749676715058
0.85,0.53,99.40324134736272
0.85,0.54,98.78599023473407
0.85,0.55,98.17562068300697
0.85,0.56,97.57201263849424
0.85,0.57,96.97504867825546
0.85,0.58,96.38461394931124
0.85,0.59,95.8005961088088
0.85,0.6,95.22288526526188
0.85,0.61,94.65137392078526
0.85,0.62,94.08595691448886
0.85,0.63,93.52653136692265
0.85,0.64,92.97299662566468
0.85,0.65,92.42525421197843
0.85,0.66,91.88320776864674
0.85,0.67,91.34676300891891
0.85,0.68,90.81582766652735
0.85,0.69,90.2903114468923
0.85,0.7,89.77012597940035
0.85,0.71,89.25518477076452
0.85,0.72,88.7454031595177
0.85,0.73,88.24069827154256
0.85,0.74,87.74098897669239
0.85,0.75,87.24619584642176
0.85,0.76,86.7562411125204
0.85,0.77,86.27104862677089
0.85,0.78,85.79054382166771
0.85,0.79,85.31465367209415
0.85,0.8,84.84330665796233
0.85,0.81,84.37643272780548
0.85,0.82,83.91396326324963
0.85,0.83,83.45583104446024
0.85,0.84,83.00197021640582
0.85,0.85,82.55231625604057
0.85,0.86,82.10680594027917
0.85,0.87,81.66537731483902
0.85,0.88,81.22796966387023
0.85,0.89,80.79452348038717
0.85,0.9,80.36498043742063
0.85,0.91,79.93928336000323
0.85,0.92,79.51737619780994
0.85,0.93,79.09920399854616
0.85,0.94,78.68471288201255
0.85,0.95,78.27385001489336
0.85,0.96,77.86656358612032
0.85,0.97,77.46280278295478
0.85,0.98,77.0625177676605
0.85,0.99,76.66565965479873
0.85,1.0,76.27218048908219
0.86,0.0,147.51873175285056
0.86,0.01,146.27560193288735
0.86,0.02,145.05033963921824
0.86,0.03,143.84268270932375
0.86,0.04,142.6523660800674
0.86,0.05,141.4791225064859
0.86,0.06,140.3226832267677
0.86,0.07,139.1827785754677
0.86,0.08,138.0591385470185
0.86,0.09,136.95149331195387
0.86,0.1,135.85957368806646
0.86,0.11,134.7831115689163
0.86,0.12,133.72184031209588
0.86,0.13,132.6754950895293
0.86,0.14,131.64381320226
0.86,0.15,130.6265343619026
0.86,0.16,129.62340094105457
0.86,0.17,128.63415819470208
0.86,0.18,127.658554454821
0.86,0.19,126.69634130002697
0.86,0.2,125.74727370224593
0.86,0.21,124.81111015207176
0.86,0.22,123.88761276466317
0.86,0.23,122.976547367651
0.86,0.24,122.07768357261006
0.86,0.25,121.19079483153286
0.86,0.26,120.31565847953976
0.86,0.27,119.45205576518862
0.86,0.28,118.59977186943149
0.86,0.29,117.75859591437347
0.86,0.3,116.92832096272235
0.86,0.31,116.1087440089978
0.86,0.32,115.29966596323368
0.86,0.33,114.50089162805932
0.86,0.34,113.71222966976211
0.86,0.35,112.93349258417089
0.86,0.36,112.16449665784438
0.86,0.37,111.40506192518382
0.86,0.38,110.65501212201406
0.86,0.39,109.91417463601857
0.86,0.4,109.18238045459219
0.86,0.41,108.4594641103979
0.86,0.42,107.74526362507481
0.86,0.43,107.03962045131067
0.86,0.44,106.34237941372993
0.86,0.45,105.65338864874434
0.86,0.46,104.97249954365964
0.86,0.47,104.2995666752771
0.86,0.48,103.63444774811353
0.86,0.49,102.97700353252708
0.86,0.5,102.32709780281408
0.86,0.51,101.68459727549214
0.86,0.52,101.04937154780163
0.86,0.53,100.42129303666599
0.86,0.54,99.80023691810038
0.86,0.55,99.18608106723877
0.86,0.56,98.57870599895159
0.86,0.57,97.97799480926261
0.86,0.58,97.38383311750016
0.86,0.59,96.79610900931931
0.86,0.6,96.21471298053547
0.86,0.61,95.63953788194186
0.86,0.62,95.07047886502164
0.86,0.63,94.50743332865454
0.86,0.64,93.95030086676195
0.86,0.65,93.39898321700048
0.86,0.66,92.85338421045583
0.86,0.67,92.31340972230424
0.86,0.68,91.77896762356175
0.86,0.69,91.24996773381974
0.86,0.7,90.72632177498565
0.86,0.71,90.20794332607346
0.86,0.72,89.69474777898063
0.86,0.73,89.18665229526522
0.86,0.74,88.68357576390287
0.86,0.75,88.1854387600942
0.86,0.76,87.6921635049265
0.86,0.77,87.20367382607697
0.86,0.78,86.71989511942513
0.86,0.79,86.24075431159713
0.86,0.8,85.76617982342964
0.86,0.81,85.2961015342816
0.86,0.82,84.83045074730211
0.86,0.83,84.36916015548633
0.86,0.84,83.91216380863506
0.86,0.85,83.45939708108352
0.86,0.86,83.0107966402851
0.86,0.87,82.56630041616768
0.86,0.88,82.12584757128025
0.86,0.89,81.68937847164443
0.86,0.9,81.25683465843895
0.86,0.91,80.82815882032367
0.86,0.92,80.4032947665001
0.86,0.93,79.98218740048594
0.86,0.94,79.56478269450423
0.86,0.95,79.1510276645808
0.86,0.96,78.740870346257
0.86,0.97,78.33425977093054
0.86,0.98,77.93114594281246
0.86,0.99,77.53147981643792
0.86,1.0,77.13521327482533
0.87,0.0,148.69266298435855
0.87,0.01,147.44945246056648
0.87,0.02,146.22383379980238
0.87,0.03,145.01556021154266
0.87,0.04,143.8243814331592
0.87,0.05,142.65004444766612
0.87,0.06,141.4922941507278
0.87,0.07,140.3508739686954
0.87,0.08,139.22552642935005
0.87,0.09,138.11599368732215
0.87,0.1,137.02201800623953
0.87,0.11,135.94334219959057
0.87,0.12,134.8797100325623
0.87,0.13,133.83086658686653
0.87,0.14,132.79655859076627
0.87,0.15,131.7765347162691
0.87,0.16,130.77054584570146
0.87,0.17,129.7783453095302
0.87,0.18,128.79968909741297
0.87,0.19,127.83433604436652
0.87,0.2,126.8820479937416
0.87,0.21,125.9425899388487
0.87,0.22,125.01573014474207
0.87,0.23,124.10124025179357
0.87,0.24,123.1988953623922
0.87,0.25,122.30847411230502
0.87,0.26,121.42975872786536
0.87,0.27,120.56253507025167
0.87,0.28,119.70659266801908
0.87,0.29,118.86172473885517
0.87,0.3,118.02772820167968
0.87,0.31,117.20440367990102
0.87,0.32,116.39155549677156
0.87,0.33,115.58899166351989
0.87,0.34,114.79652386115083
0.87,0.35,114.01396741646806
0.87,0.36,113.24114127299805
0.87,0.37,112.47786795741285
0.87,0.38,111.72397354190309
0.87,0.39,110.97928760310782
0.87,0.4,110.24364317794851
0.87,0.41,109.51687671685698
0.87,0.42,108.79882803466609
0.87,0.43,108.08934025964874
0.87,0.44,107.38825978089585
0.87,0.45,106.69543619441322
0.87,0.46,106.01072224806535
0.87,0.47,105.33397378577632
0.87,0.48,104.66504969105699
0.87,0.49,104.00381183010819
0.87,0.5,103.35012499469258
0.87,0.51,102.70385684484728
0.87,0.52,102.06487785169793
0.87,0.53,101.43306124039356
0.87,0.54,100.80828293335276
0.87,0.55,100.19042149381926
0.87,0.56,99.57935806994965
0.87,0.57,98.97497633939275
0.87,0.58,98.37716245451236
0.87,0.59,97.78580498821373
0.87,0.6,97.20079488055654
0.87,0.61,96.62202538608426
0.87,0.62,96.0493920219809
0.87,0.63,95.48279251701416
0.87,0.64,94.92212676138348
0.87,0.65,94.36729675743533
0.87,0.66,93.81820657123188
0.87,0.67,93.27476228508857
0.87,0.68,92.73687195099808
0.87,0.69,92.20444554496856
0.87,0.7,91.67739492231942
0.87,0.71,91.15563377388145
0.87,0.72,90.63907758313462
0.87,0.73,90.1276435842716
0.87,0.74,89.62125072117226
0.87,0.75,89.11981960729906
0.87,0.76,88.6232724864854
0.87,0.77,88.13153319462424
0.87,0.78,87.644527122243
0.87,0.79,87.16218117795671
0.87,0.8,86.6844237527294
0.87,0.81,86.21118468506916
0.87,0.82,85.7423952269724
0.87,0.83,85.27798801075437
0.87,0.84,84.81789701661592
0.87,0.85,84.36205754105225
0.87,0.86,83.91040616601776
0.87,0.87,83.46288072882282
0.87,0.88,83.01942029282674
0.87,0.89,82.57996511880941
0.87,0.9,82.1444566370759
0.87,0.91,81.71283742024451
0.87,0.92,81.28505115675034
0.87,0.93,80.86104262495024
0.87,0.94,80.44075766793424
0.87,0.95,80.02414316894505
0.87,0.96,79.61114702742145
0.87,0.97,79.20171813565503
0.87,0.98,78.7958063559937
0.87,0.99,78.39336249869967
0.87,1.0,77.99433830029443
0.88,0.0,149.85072773396104
0.88,0.01,148.60773719024576
0.88,0.02,147.38205936456234
0.88,0.03,146.17346246852793
0.88,0.04,144.98171071747976
0.88,0.05,143.80656504385252
0.88,0.06,142.64778376306674
0.88,0.07,141.50512319321342
0.88,0.08,140.37833823000977
0.88,0.09,139.26718287851912
0.88,0.1,138.1714107434998
0.88,0.11,137.09077548007372
0.88,0.12,136.02503120662152
0.88,0.13,134.97393288182997
0.88,0.14,133.9372366477059
0.88,0.15,132.9147001405933
0.88,0.16,131.90608277196236
0.88,0.17,130.91114598090383
0.88,0.18,129.92965346000585
0.88,0.19,128.96137135652185
0.88,0.2,128.00606845038453
0.88,0.21,127.06351631073375
0.88,0.22,126.1334894325363
0.88,0.23,125.21576535467511
0.88,0.24,124.3101247610524
0.88,0.25,123.4163515659198
0.88,0.26,122.53423298478418
0.88,0.27,121.66355959194823
0.88,0.28,120.80412536596884
0.88,0.29,119.95572772394348
0.88,0.3,119.11816754565609
0.88,0.31,118.29124918852347
0.88,0.32,117.47478049409762
0.88,0.33,116.66857278705663
0.88,0.34,115.87244086730402
0.88,0.35,115.08620299595293
0.88,0.36,114.30968087570284
0.88,0.37,113.54269962636442
0.88,0.38,112.78508775593707
0.88,0.39,112.03667712779247
0.88,0.4,111.29730292444856
0.88,0.41,110.56680360826249
0.88,0.42,109.84502087956514
0.88,0.43,109.13179963247734
0.88,0.44,108.42698790882332
0.88,0.45,107.73043685031638
0.88,0.46,107.04200064945269
0.88,0.47,106.36153649922534
0.88,0.48,105.68890454194036
0.88,0.49,105.02396781735428
0.88,0.5,104.36659221024223
0.88,0.51,103.71664639767636
0.88,0.52,103.07400179606731
0.88,0.53,102.43853250817841
0.88,0.54,101.81011527014016
0.88,0.55,101.1886293987011
0.88,0.56,100.57395673870303
0.88,0.57,99.9659816109442
0.88,0.58,99.36459076041706
0.88,0.59,98.76967330511019
0.88,0.6,98.18112068532827
0.88,0.61,97.59882661364986
0.88,0.62,97.02268702550202
0.88,0.63,96.45260003047497
0.88,0.64,95.88846586435608
0.88,0.65,95.33018684188391
0.88,0.66,94.77766731033785
0.88,0.67,94.23081360389847
0.88,0.68,93.68953399881752
0.88,0.69,93.15373866943781
0.88,0.7,92.62333964503313
0.88,0.71,92.0982507674907
0.88,0.72,91.57838764985314
0.88,0.73,91.06366763568775
0.88,0.74,90.55400975931695
0.88,0.75,90.04933470687877
0.88,0.76,89.54956477822964
0.88,0.77,89.05462384968735
0.88,0.78,88.56443733760176
0.88,0.79,88.07893216268684
0.88,0.8,87.59803671525691
0.88,0.81,87.12168082116727
0.88,0.82,86.6497957086155
0.88,0.83,86.18231397564256
0.88,0.84,85.71916955845433
0.88,0.85,85.26029770047438
0.88,0.86,84.80563492210172
0.88,0.87,84.35511899125339
0.88,0.88,83.90868889456101
0.88,0.89,83.46628480928706
0.88,0.9,83.02784807590967
0.88,0.91,82.59332117141412
0.88,0.92,82.16264768316682
0.88,0.93,81.73577228349382
0.88,0.94,81.3126407048544
0.88,0.95,80.8931997156331
0.88,0.96,80.47739709653877
0.88,0.97,80.06518161754087
0.88,0.98,79.65650301546435
0.88,0.99,79.25131197206002
0.88,1.0,78.8495600926567
0.89,0.0,150.99304220120922
0.89,0.01,149.75056186653762
0.89,0.02,148.52511225034573
0.89,0.03,147.3164761751778
0.89,0.04,146.12443198941122
0.89,0.05,144.94875427323416
0.89,0.06,143.7892145004597
0.89,0.07,142.64558165696644
0.89,0.08,141.51762281702014
0.89,0.09,140.40510367864925
0.89,0.1,139.30778905954276
0.89,0.11,138.22544335503454
0.89,0.12,137.157830959688
0.89,0.13,136.1047166542919
0.89,0.14,135.06586595985573
0.89,0.15,134.0410454603604
0.89,0.16,133.03002309600265
0.89,0.17,132.0325684285304
0.89,0.18,131.0484528804684
0.89,0.19,130.07744994975087
0.89,0.2,129.11933540138176
0.89,0.21,128.17388743767236
0.89,0.22,127.2408868484398
0.89,0.23,126.3201171426951
0.89,0.24,125.41136466306347
0.89,0.25,124.51441868429868
0.89,0.26,123.6290714969951
0.89,0.27,122.75511847779609
0.89,0.28,121.89235814706751
0.89,0.29,121.04059221510545
0.89,0.3,120.19962561786423
0.89,0.31,119.36926654301942
0.89,0.32,118.54932644733492
0.89,0.33,117.7396200660171
0.89,0.34,116.93996541487576
0.89,0.35,116.15018378586109
0.89,0.36,115.37009973676777
0.89,0.37,114.59954107557382
0.89,0.38,113.83833884000978
0.89,0.39,113.08632727288779
0.89,0.4,112.34334379357409
0.89,0.41,111.60922896615858
0.89,0.42,110.88382646461463
0.89,0.43,110.16698303539778
0.89,0.44,109.45854845770714
0.89,0.45,108.75837550186884
0.89,0.46,108.06631988600151
0.89,0.47,107.38224023127219
0.89,0.48,106.70599801599553
0.89,0.49,106.03745752871976
0.89,0.5,105.37648582060046
0.89,0.51,104.72295265714843
0.89,0.52,104.0767304695824
0.89,0.53,103.43769430584462
0.89,0.54,102.80572178152954
0.89,0.55,102.18069303074213
0.89,0.56,101.56249065706447
0.89,0.57,100.95099968464365
0.89,0.58,100.3461075095978
0.89,0.59,99.74770385171956
0.89,0.6,99.15568070660703
0.89,0.61,98.56993229822217
0.89,0.62,97.99035503200474
0.89,0.63,97.4168474485395
0.89,0.64,96.84931017778604
0.89,0.65,96.28764589403664
0.89,0.66,95.73175927140119
0.89,0.67,95.18155694016303
0.89,0.68,94.63694744365722
0.89,0.69,94.09784119605195
0.89,0.7,93.56415044074134
0.89,0.71,93.03578920958472
0.89,0.72,92.51267328284996
0.89,0.73,91.99472014995871
0.89,0.74,91.48184897098503
0.89,0.75,90.97398053892914
0.89,0.76,90.47103724277798
0.89,0.77,89.97294303133282
0.89,0.78,89.47962337774231
0.89,0.79,88.99100524490632
0.89,0.8,88.50701705152784
0.89,0.81,88.0275886389972
0.89,0.82,87.55265123892968
0.89,0.83,87.08213744149907
0.89,0.84,86.61598116446947
0.89,0.85,86.15411762290154
0.89,0.86,85.69648329962644
0.89,0.87,85.24301591634378
0.89,0.88,84.7936544054229
0.89,0.89,84.34833888235215
0.89,0.9,83.90701061888285
0.89,0.91,83.4696120167331
0.89,0.92,83.03608658198948
0.89,0.93,82.60637890008985
0.89,0.94,82.18043461142099
0.89,0.95,81.75820038746866
0.89,0.96,81.33962390761076
0.89,0.97,80.92465383641172
0.89,0.98,80.5132398014972
0.89,0.99,80.10533237196205
0.89,1.0,79.70088303730466
0.9,0.0,152.11973020375535
0.9,0.01,150.878039828902
0.9,0.02,149.65309591782665
0.9,0.03,148.4446954947528
0.9,0.04,147.2526306768234
0.9,0.05,146.07668936999482
0.9,0.06,144.9166559240595
0.9,0.07,143.7723117472596
0.9,0.08,142.64343588133175
0.9,0.09,141.52980553800535
0.9,0.1,140.43119659799908
0.9,0.11,139.3473840739374
0.9,0.12,138.2781425384445
0.9,0.13,137.2232465189033
0.9,0.14,136.18247086040753
0.9,0.15,135.15559105832824
0.9,0.16,134.1423835621825
0.9,0.17,133.14262605222706
0.9,0.18,132.15609769034694
0.9,0.19,131.18257934676836
0.9,0.2,130.2218538039673
0.9,0.21,129.2737059393424
0.9,0.22,128.33792288792432
0.9,0.23,127.4142941864987
0.9,0.24,126.50261190044802
0.9,0.25,125.60267073445027
0.9,0.26,124.71426812832806
0.9,0.27,123.83720433905324
0.9,0.28,122.97128251004654
0.9,0.29,122.11630872864896
0.9,0.3,121.27209207286484
0.9,0.31,120.43844464813537
0.9,0.32,119.61518161502278
0.9,0.33,118.80212120861285
0.9,0.34,117.99908475026979
0.9,0.35,117.20589665256233
0.9,0.36,116.42238441788066
0.9,0.37,115.6483786314306
0.9,0.38,114.8837129490247
0.9,0.39,114.12822408035777
0.9,0.4,113.3817517680987
0.9,0.41,112.64413876329508
0.9,0.42,111.91523079751954
0.9,0.43,111.19487655203869
0.9,0.44,110.48292762448665
0.9,0.45,109.77923849324276
0.9,0.46,109.08366647989885
0.9,0.47,108.396071709958
0.9,0.48,107.71631707218143
0.9,0.49,107.0442681766682
0.9,0.5,106.37979331193304
0.9,0.51,105.7227634011835
0.9,0.52,105.07305195789735
0.9,0.53,104.43053504096036
0.9,0.54,103.79509120941486
0.9,0.55,103.1666014770114
0.9,0.56,102.54494926660357
0.9,0.57,101.93002036458643
0.9,0.58,101.32170287542749
0.9,0.59,100.71988717629733
0.9,0.6,100.12446587204636
0.9,0.61,99.53533375043725
0.9,0.62,98.95238773778345
0.9,0.63,98.37552685497917
0.9,0.64,97.80465217407948
0.9,0.65,97.23966677528739
0.9,0.66,96.68047570462335
0.9,0.67,96.1269859320775
0.9,0.68,95.5791063104258
0.9,0.69,95.03674753462707
0.9,0.7,94.49982210197578
0.9,0.71,93.9682442728016
0.9,0.72,93.44193003192663
0.9,0.73,92.92079705078004
0.9,0.74,92.40476465021254
0.9,0.75,91.89375376404291
0.9,0.76,91.38768690325344
0.9,0.77,90.88648812094522
0.9,0.78,90.39008297796533
0.9,0.79,89.89839850923642
0.9,0.8,89.41136319083557
0.9,0.81,88.92890690768132
